intersection,street_1,street_2,zipcode,longitude,latitude
S BURLEY AVE & E 87TH ST,S BURLEY AVE,E 87TH ST,60617,-87.54584,41.73745
S BURLEY AVE & E 88TH ST,S BURLEY AVE,E 88TH ST,60617,-87.5458,41.73562
S BURLEY AVE & E 89TH ST,S BURLEY AVE,E 89TH ST,60617,-87.54575,41.7338
S BURLEY AVE & E 90TH ST,S BURLEY AVE,E 90TH ST,60617,-87.5457,41.73197
S BURLEY AVE & E 91ST ST,S BURLEY AVE,E 91ST ST,60617,-87.54567,41.73014
S BURLEY AVE & E 92ND ST,S BURLEY AVE,E 92ND ST,60617,-87.54561,41.72831
S BURLEY AVE & E 93RD ST,S BURLEY AVE,E 93RD ST,60617,-87.54556,41.72649
S BURNHAM AVE & E 77TH ST,S BURNHAM AVE,E 77TH ST,60649,-87.55706,41.75548
S BURNHAM AVE & E 78TH ST,S BURNHAM AVE,E 78TH ST,60649,-87.55702,41.75367
S BURNHAM AVE & E 79TH ST,S BURNHAM AVE,E 79TH ST,60617,-87.55653,41.75186
S BURNHAM AVE & E 80TH ST,S BURNHAM AVE,E 80TH ST,60617,-87.5565,41.75005
S BURNHAM AVE & E 81ST ST,S BURNHAM AVE,E 81ST ST,60617,-87.55647,41.74822
S BURNHAM AVE & E 82ND ST,S BURNHAM AVE,E 82ND ST,60617,-87.55644,41.74641
S BURNHAM AVE & E 83RD ST,S BURNHAM AVE,E 83RD ST,60617,-87.55641,41.74459
S BURNHAM AVE & E 84TH ST,S BURNHAM AVE,E 84TH ST,60617,-87.55638,41.74277
S BURNHAM AVE & E 85TH ST,S BURNHAM AVE,E 85TH ST,60617,-87.55635,41.74096
S BURNHAM AVE & E 86TH ST,S BURNHAM AVE,E 86TH ST,60617,-87.55632,41.73914
S BURNHAM AVE & E 87TH ST,S BURNHAM AVE,E 87TH ST,60617,-87.55629,41.73732
S BURNHAM AVE & S EXCHANGE AVE,S BURNHAM AVE,S EXCHANGE AVE,60649,-87.55707,41.75609
S BURNHAM HARBOR DR & E 18TH ST,S BURNHAM HARBOR DR,E 18TH ST,60616,-87.61455,41.8584
S BURNSIDE AVE & E 93RD ST,S BURNSIDE AVE,E 93RD ST,60619,-87.61158,41.72559
S BURNSIDE AVE & S CHAMPLAIN AVE,S BURNSIDE AVE,S CHAMPLAIN AVE,60619,-87.60815,41.72387
S BURNSIDE AVE & S DR MARTIN LUTHER KING JR DR,S BURNSIDE AVE,S DR MARTIN LUTHER KING JR DR,60619,-87.61427,41.72693
S BURNSIDE AVE & S FOREST AVE,S BURNSIDE AVE,S FOREST AVE,60619,-87.61672,41.72796
S BURNSIDE AVE & S LANGLEY AVE,S BURNSIDE AVE,S LANGLEY AVE,60619,-87.60687,41.72328
S BURNSIDE AVE & S PRAIRIE AVE,S BURNSIDE AVE,S PRAIRIE AVE,60619,-87.61782,41.72823
S BURNSIDE AVE & S ST LAWRENCE AVE,S BURNSIDE AVE,S ST LAWRENCE AVE,60619,-87.60937,41.72448
S BUTLER DR & S METRON DR,S BUTLER DR,S METRON DR,60633,-87.58899,41.6654
S CALHOUN AVE & E 100TH ST,S CALHOUN AVE,E 100TH ST,60617,-87.56217,41.71356
S CALHOUN AVE & E 101ST ST,S CALHOUN AVE,E 101ST ST,60617,-87.56215,41.71174
S CALHOUN AVE & E 102ND ST,S CALHOUN AVE,E 102ND ST,60617,-87.56212,41.70993
S CALHOUN AVE & E 103RD ST,S CALHOUN AVE,E 103RD ST,60617,-87.56209,41.70814
S CALHOUN AVE & E 104TH ST,S CALHOUN AVE,E 104TH ST,60617,-87.56207,41.7064
S CALHOUN AVE & E 105TH ST,S CALHOUN AVE,E 105TH ST,60617,-87.56204,41.70459
S CALHOUN AVE & E 106TH ST,S CALHOUN AVE,E 106TH ST,60617,-87.56202,41.70277
S CALHOUN AVE & E 107TH ST,S CALHOUN AVE,E 107TH ST,60617,-87.56199,41.70096
S CALHOUN AVE & E 108TH ST,S CALHOUN AVE,E 108TH ST,60617,-87.56197,41.69914
S CALHOUN AVE & E 109TH ST,S CALHOUN AVE,E 109TH ST,60617,-87.56194,41.69774
S CALHOUN AVE & E 135TH ST,S CALHOUN AVE,E 135TH ST,60633,-87.5617,41.64994
S CALHOUN AVE & E 136TH ST,S CALHOUN AVE,E 136TH ST,60633,-87.56172,41.64821
S CALHOUN AVE & E 95TH PL,S CALHOUN AVE,E 95TH PL,60617,-87.5625,41.72164
S CALHOUN AVE & E 96TH ST,S CALHOUN AVE,E 96TH ST,60617,-87.56233,41.72031
S CALHOUN AVE & E 98TH ST,S CALHOUN AVE,E 98TH ST,60617,-87.56236,41.71717
S CALHOUN AVE & E 99TH ST,S CALHOUN AVE,E 99TH ST,60617,-87.56223,41.71539
S CALIFORNIA AVE & W 100TH ST,S CALIFORNIA AVE,W 100TH ST,0,-87.69167,41.71175
S CALIFORNIA AVE & W 101ST ST,S CALIFORNIA AVE,W 101ST ST,,-87.69162,41.70993
S CALIFORNIA AVE & W 102ND PL,S CALIFORNIA AVE,W 102ND PL,60655,-87.69152,41.7072
S CALIFORNIA AVE & W 103RD ST,S CALIFORNIA AVE,W 103RD ST,60655,-87.69148,41.70632
S CALIFORNIA AVE & W 106TH ST,S CALIFORNIA AVE,W 106TH ST,60655,-87.69126,41.70078
S CALIFORNIA AVE & W 107TH ST,S CALIFORNIA AVE,W 107TH ST,60655,-87.6912,41.69899
S CALIFORNIA AVE & W 108TH ST,S CALIFORNIA AVE,W 108TH ST,60655,-87.69114,41.69716
S CALIFORNIA AVE & W 109TH ST,S CALIFORNIA AVE,W 109TH ST,60655,-87.69108,41.69534
S CALIFORNIA AVE & W 110TH ST,S CALIFORNIA AVE,W 110TH ST,60655,-87.69101,41.6935
S CALIFORNIA AVE & W 111TH ST,S CALIFORNIA AVE,W 111TH ST,60655,-87.69094,41.69169
S CALIFORNIA AVE & W 18TH DR,S CALIFORNIA AVE,W 18TH DR,60608,-87.69563,41.85739
S CALIFORNIA AVE & W 19TH ST,S CALIFORNIA AVE,W 19TH ST,60623,-87.69557,41.85555
S CALIFORNIA AVE & W 21ST PL,S CALIFORNIA AVE,W 21ST PL,60623,-87.69548,41.85281
S CALIFORNIA AVE & W 21ST ST,S CALIFORNIA AVE,W 21ST ST,60608,-87.69551,41.85374
S CALIFORNIA AVE & W 22ND PL,S CALIFORNIA AVE,W 22ND PL,60623,-87.69542,41.85098
S CALIFORNIA AVE & W 23RD PL,S CALIFORNIA AVE,W 23RD PL,60623,-87.69537,41.84917
S CALIFORNIA AVE & W 23RD ST,S CALIFORNIA AVE,W 23RD ST,60623,-87.6954,41.85008
S CALIFORNIA AVE & W 24TH BLVD,S CALIFORNIA AVE,W 24TH BLVD,60608,-87.69533,41.84788
S CALIFORNIA AVE & W 24TH ST,S CALIFORNIA AVE,W 24TH ST,60608,-87.69534,41.84826
S CALIFORNIA AVE & W 25TH PL,S CALIFORNIA AVE,W 25TH PL,60623,-87.69524,41.84557
S CALIFORNIA AVE & W 25TH ST,S CALIFORNIA AVE,W 25TH ST,60623,-87.69527,41.84645
S CALIFORNIA AVE & W 26TH ST,S CALIFORNIA AVE,W 26TH ST,60623,-87.69522,41.84469
S CALIFORNIA AVE & W 27TH ST,S CALIFORNIA AVE,W 27TH ST,60608,-87.69515,41.84257
S CALIFORNIA AVE & W 30TH PL,S CALIFORNIA AVE,W 30TH PL,60608,-87.69507,41.83861
S CALIFORNIA AVE & W 31ST ST,S CALIFORNIA AVE,W 31ST ST,60608,-87.69503,41.83741
S CALIFORNIA AVE & W 35TH PL,S CALIFORNIA AVE,W 35TH PL,60632,-87.69479,41.82918
S CALIFORNIA AVE & W 35TH ST,S CALIFORNIA AVE,W 35TH ST,60632,-87.69479,41.83008
S CALIFORNIA AVE & W 36TH PL,S CALIFORNIA AVE,W 36TH PL,60632,-87.69474,41.82734
S CALIFORNIA AVE & W 36TH ST,S CALIFORNIA AVE,W 36TH ST,60632,-87.69476,41.82827
S CALIFORNIA AVE & W 37TH PL,S CALIFORNIA AVE,W 37TH PL,60632,-87.69469,41.82552
S CALIFORNIA AVE & W 38TH PL,S CALIFORNIA AVE,W 38TH PL,60632,-87.69463,41.8237
S CALIFORNIA AVE & W 38TH ST,S CALIFORNIA AVE,W 38TH ST,60632,-87.69466,41.82461
S CALIFORNIA AVE & W 39TH PL,S CALIFORNIA AVE,W 39TH PL,60632,-87.69463,41.82189
S CALIFORNIA AVE & W 40TH PL,S CALIFORNIA AVE,W 40TH PL,60632,-87.69457,41.82002
S CALIFORNIA AVE & W 40TH ST,S CALIFORNIA AVE,W 40TH ST,60632,-87.6946,41.82103
S CALIFORNIA AVE & W 41ST ST,S CALIFORNIA AVE,W 41ST ST,60632,-87.69454,41.81928
S CALIFORNIA AVE & W 42ND ST,S CALIFORNIA AVE,W 42ND ST,60632,-87.69448,41.81736
S CALIFORNIA AVE & W 44TH ST,S CALIFORNIA AVE,W 44TH ST,60632,-87.69437,41.81374
S CALIFORNIA AVE & W 45TH ST,S CALIFORNIA AVE,W 45TH ST,60632,-87.69431,41.81191
S CALIFORNIA AVE & W 46TH ST,S CALIFORNIA AVE,W 46TH ST,60632,-87.69426,41.81008
S CALIFORNIA AVE & W 47TH PL,S CALIFORNIA AVE,W 47TH PL,60632,-87.69417,41.80705
S CALIFORNIA AVE & W 47TH ST,S CALIFORNIA AVE,W 47TH ST,60632,-87.69421,41.80828
S CALIFORNIA AVE & W 48TH PL,S CALIFORNIA AVE,W 48TH PL,60632,-87.69413,41.80559
S CALIFORNIA AVE & W 48TH ST,S CALIFORNIA AVE,W 48TH ST,60632,-87.69416,41.80649
S CALIFORNIA AVE & W 50TH ST,S CALIFORNIA AVE,W 50TH ST,60632,-87.69405,41.80281
S CALIFORNIA AVE & W 51ST ST,S CALIFORNIA AVE,W 51ST ST,60632,-87.694,41.80099
S CALIFORNIA AVE & W 52ND ST,S CALIFORNIA AVE,W 52ND ST,60632,-87.69395,41.79916
S CALIFORNIA AVE & W 53RD ST,S CALIFORNIA AVE,W 53RD ST,60632,-87.6939,41.79734
S CALIFORNIA AVE & W 54TH ST,S CALIFORNIA AVE,W 54TH ST,60632,-87.69385,41.79552
S CALIFORNIA AVE & W 55TH ST,S CALIFORNIA AVE,W 55TH ST,60629,-87.6938,41.79369
S CALIFORNIA AVE & W 56TH ST,S CALIFORNIA AVE,W 56TH ST,60629,-87.69375,41.79187
S CALIFORNIA AVE & W 57TH ST,S CALIFORNIA AVE,W 57TH ST,60629,-87.6937,41.79005
S CALIFORNIA AVE & W 58TH ST,S CALIFORNIA AVE,W 58TH ST,60629,-87.69365,41.78823
S CALIFORNIA AVE & W 59TH ST,S CALIFORNIA AVE,W 59TH ST,60629,-87.6936,41.78641
S CALIFORNIA AVE & W 60TH ST,S CALIFORNIA AVE,W 60TH ST,60629,-87.69354,41.78458
S CALIFORNIA AVE & W 61ST ST,S CALIFORNIA AVE,W 61ST ST,60629,-87.6935,41.78276
S CALIFORNIA AVE & W 62ND ST,S CALIFORNIA AVE,W 62ND ST,60629,-87.69344,41.78094
S CALIFORNIA AVE & W 63RD ST,S CALIFORNIA AVE,W 63RD ST,60629,-87.69339,41.77912
S CALIFORNIA AVE & W 64TH ST,S CALIFORNIA AVE,W 64TH ST,60629,-87.69334,41.77726
S CALIFORNIA AVE & W 65TH ST,S CALIFORNIA AVE,W 65TH ST,60629,-87.6933,41.77545
S CALIFORNIA AVE & W 66TH ST,S CALIFORNIA AVE,W 66TH ST,60629,-87.69325,41.77364
S CALIFORNIA AVE & W 68TH ST,S CALIFORNIA AVE,W 68TH ST,60629,-87.69316,41.76998
S CALIFORNIA AVE & W 70TH ST,S CALIFORNIA AVE,W 70TH ST,60629,-87.69307,41.76636
S CALIFORNIA AVE & W 71ST ST,S CALIFORNIA AVE,W 71ST ST,60629,-87.69303,41.76454
S CALIFORNIA AVE & W 72ND ST,S CALIFORNIA AVE,W 72ND ST,60629,-87.69298,41.76272
S CALIFORNIA AVE & W 73RD ST,S CALIFORNIA AVE,W 73RD ST,60629,-87.69293,41.76089
S CALIFORNIA AVE & W 74TH ST,S CALIFORNIA AVE,W 74TH ST,60629,-87.69289,41.75918
S CALIFORNIA AVE & W 75TH ST,S CALIFORNIA AVE,W 75TH ST,60652,-87.69287,41.75722
S CALIFORNIA AVE & W 79TH ST,S CALIFORNIA AVE,W 79TH ST,60652,-87.69262,41.74986
S CALIFORNIA AVE & W 80TH ST,S CALIFORNIA AVE,W 80TH ST,60652,-87.69258,41.74813
S CALIFORNIA AVE & W 81ST ST,S CALIFORNIA AVE,W 81ST ST,60652,-87.69253,41.74631
S CALIFORNIA AVE & W 82ND ST,S CALIFORNIA AVE,W 82ND ST,60652,-87.69248,41.74448
S CALIFORNIA AVE & W 83RD PL,S CALIFORNIA AVE,W 83RD PL,60652,-87.69242,41.74178
S CALIFORNIA AVE & W 83RD ST,S CALIFORNIA AVE,W 83RD ST,60652,-87.69243,41.74266
S CALIFORNIA AVE & W 84TH PL,S CALIFORNIA AVE,W 84TH PL,60652,-87.69238,41.74024
S CALIFORNIA AVE & W 84TH ST,S CALIFORNIA AVE,W 84TH ST,60652,-87.6924,41.74108
S CALIFORNIA AVE & W 85TH PL,S CALIFORNIA AVE,W 85TH PL,60652,-87.69233,41.73855
S CALIFORNIA AVE & W 85TH ST,S CALIFORNIA AVE,W 85TH ST,60652,-87.69236,41.73941
S CALIFORNIA AVE & W 86TH PL,S CALIFORNIA AVE,W 86TH PL,60652,-87.69227,41.73622
S CALIFORNIA AVE & W 86TH ST,S CALIFORNIA AVE,W 86TH ST,60652,-87.69229,41.73698
S CALIFORNIA AVE & W 87TH ST,S CALIFORNIA AVE,W 87TH ST,60652,-87.69225,41.73536
S CALIFORNIA AVE & W 99TH ST,S CALIFORNIA AVE,W 99TH ST,,-87.69173,41.71357
S CALIFORNIA AVE & W ADAMS ST,S CALIFORNIA AVE,W ADAMS ST,60612,-87.69622,41.87835
S CALIFORNIA AVE & W ARTHINGTON ST,S CALIFORNIA AVE,W ARTHINGTON ST,60612,-87.696,41.87015
S CALIFORNIA AVE & W CERMAK RD,S CALIFORNIA AVE,W CERMAK RD,60623,-87.69545,41.8519
S CALIFORNIA AVE & W COLUMBUS AVE,S CALIFORNIA AVE,W COLUMBUS AVE,60652,-87.69278,41.75479
S CALIFORNIA AVE & W CONGRESS PKWY,S CALIFORNIA AVE,W CONGRESS PKWY,60612,-87.69613,41.8749
S CALIFORNIA AVE & W CULLERTON ST,S CALIFORNIA AVE,W CULLERTON ST,60623,-87.69554,41.85467
S CALIFORNIA AVE & W FILLMORE ST,S CALIFORNIA AVE,W FILLMORE ST,60612,-87.69596,41.86833
S CALIFORNIA AVE & W FLOURNOY ST,S CALIFORNIA AVE,W FLOURNOY ST,60612,-87.69607,41.87288
S CALIFORNIA AVE & W GLADYS AVE,S CALIFORNIA AVE,W GLADYS AVE,60612,-87.69617,41.87671
S CALIFORNIA AVE & W HARRISON ST,S CALIFORNIA AVE,W HARRISON ST,60612,-87.6961,41.87379
S CALIFORNIA AVE & W I55 KEDZIE AV ER,S CALIFORNIA AVE,W I55 KEDZIE AV ER,60623,-87.69485,41.83147
S CALIFORNIA AVE & W I55 KEDZIE AV XR,S CALIFORNIA AVE,W I55 KEDZIE AV XR,60623,-87.69492,41.83281
S CALIFORNIA AVE & W JACKSON BLVD,S CALIFORNIA AVE,W JACKSON BLVD,60612,-87.69619,41.87743
S CALIFORNIA AVE & W LEXINGTON ST,S CALIFORNIA AVE,W LEXINGTON ST,60612,-87.69605,41.87197
S CALIFORNIA AVE & W LITHUANIAN PLAZA CT,S CALIFORNIA AVE,W LITHUANIAN PLAZA CT,60629,-87.69312,41.76818
S CALIFORNIA AVE & W MADISON ST,S CALIFORNIA AVE,W MADISON ST,60612,-87.69629,41.88108
S CALIFORNIA AVE & W MARQUETTE RD,S CALIFORNIA AVE,W MARQUETTE RD,60629,-87.69321,41.77182
S CALIFORNIA AVE & W MONROE ST,S CALIFORNIA AVE,W MONROE ST,60612,-87.69626,41.88016
S CALIFORNIA AVE & W MONSIGNOR MCELLIGOTT AVE,S CALIFORNIA AVE,W MONSIGNOR MCELLIGOTT AVE,,-87.69156,41.70811
S CALIFORNIA AVE & W PERSHING RD,S CALIFORNIA AVE,W PERSHING RD,60632,-87.69463,41.82279
S CALIFORNIA AVE & W POLK ST,S CALIFORNIA AVE,W POLK ST,60612,-87.69603,41.87106
S CALIFORNIA AVE & W POPE JOHN PAUL II DR,S CALIFORNIA AVE,W POPE JOHN PAUL II DR,60632,-87.69443,41.81554
S CALIFORNIA AVE & W SEIPP ST,S CALIFORNIA AVE,W SEIPP ST,60652,-87.69231,41.73775
S CALIFORNIA AVE & W TAYLOR ST,S CALIFORNIA AVE,W TAYLOR ST,60612,-87.69598,41.86923
S CALIFORNIA AVE & W VAN BUREN ST,S CALIFORNIA AVE,W VAN BUREN ST,60612,-87.69615,41.87598
S CALIFORNIA AVE & W WILCOX ST,S CALIFORNIA AVE,W WILCOX ST,60612,-87.69624,41.87926
S CALIFORNIA BLVD & W 12TH PL,S CALIFORNIA BLVD,W 12TH PL,60623,-87.69588,41.86564
S CALIFORNIA BLVD & W 14TH ST,S CALIFORNIA BLVD,W 14TH ST,60608,-87.69579,41.86257
S CALIFORNIA BLVD & W 15TH PL,S CALIFORNIA BLVD,W 15TH PL,60608,-87.69572,41.86012
S CALIFORNIA BLVD & W 16TH ST,S CALIFORNIA BLVD,W 16TH ST,60608,-87.69569,41.85922
S CALIFORNIA BLVD & W 24TH BLVD,S CALIFORNIA BLVD,W 24TH BLVD,60623,-87.69533,41.84788
S CALIFORNIA BLVD & W 25TH PL,S CALIFORNIA BLVD,W 25TH PL,60608,-87.69469,41.84557
S CALIFORNIA BLVD & W 25TH ST,S CALIFORNIA BLVD,W 25TH ST,60608,-87.69471,41.84646
S CALIFORNIA BLVD & W 26TH ST,S CALIFORNIA BLVD,W 26TH ST,60608,-87.69466,41.8447
S CALIFORNIA BLVD & W 27TH ST,S CALIFORNIA BLVD,W 27TH ST,60608,-87.6946,41.84258
S CALIFORNIA BLVD & W 28TH ST,S CALIFORNIA BLVD,W 28TH ST,60608,-87.69438,41.84123
S CALIFORNIA BLVD & W 30TH PL,S CALIFORNIA BLVD,W 30TH PL,60608,-87.69421,41.83861
S CALIFORNIA BLVD & W OGDEN AVE,S CALIFORNIA BLVD,W OGDEN AVE,60623,-87.69575,41.86117
S CALIFORNIA BLVD & W ROOSEVELT RD,S CALIFORNIA BLVD,W ROOSEVELT RD,60612,-87.69591,41.86651
S CALUMET ACCESS RD & E 100TH ST,S CALUMET ACCESS RD,E 100TH ST,60617,-87.54905,41.7135
S CALUMET ACCESS RD & E 102ND ST,S CALUMET ACCESS RD,E 102ND ST,60617,-87.55045,41.71003
S CALUMET ACCESS RD & E 104TH ST,S CALUMET ACCESS RD,E 104TH ST,60617,-87.5524,41.70652
S CALUMET AVE & E 100TH ST,S CALUMET AVE,E 100TH ST,60628,-87.61512,41.71275
S CALUMET AVE & E 101ST ST,S CALUMET AVE,E 101ST ST,60628,-87.61508,41.71094
S CALUMET AVE & E 102ND ST,S CALUMET AVE,E 102ND ST,60628,-87.61503,41.70912
S CALUMET AVE & E 103RD ST,S CALUMET AVE,E 103RD ST,60628,-87.61499,41.70729
S CALUMET AVE & E 104TH ST,S CALUMET AVE,E 104TH ST,60628,-87.61494,41.70547
S CALUMET AVE & E 105TH ST,S CALUMET AVE,E 105TH ST,60628,-87.61489,41.70365
S CALUMET AVE & E 106TH ST,S CALUMET AVE,E 106TH ST,60628,-87.61484,41.70182
S CALUMET AVE & E 107TH ST,S CALUMET AVE,E 107TH ST,60628,-87.61479,41.69999
S CALUMET AVE & E 108TH ST,S CALUMET AVE,E 108TH ST,60628,-87.61474,41.69817
S CALUMET AVE & E 109TH ST,S CALUMET AVE,E 109TH ST,60628,-87.61469,41.69636
S CALUMET AVE & E 113TH ST,S CALUMET AVE,E 113TH ST,60628,-87.61449,41.68908
S CALUMET AVE & E 114TH PL,S CALUMET AVE,E 114TH PL,60628,-87.61439,41.6859
S CALUMET AVE & E 115TH ST,S CALUMET AVE,E 115TH ST,60628,-87.61437,41.68541
S CALUMET AVE & E 117TH ST,S CALUMET AVE,E 117TH ST,60628,-87.61469,41.6814
S CALUMET AVE & E 119TH PL,S CALUMET AVE,E 119TH PL,60628,-87.61541,41.67722
S CALUMET AVE & E 119TH ST,S CALUMET AVE,E 119TH ST,60628,-87.61544,41.67813
S CALUMET AVE & E 120TH ST,S CALUMET AVE,E 120TH ST,60628,-87.61539,41.67631
S CALUMET AVE & E 133RD ST,S CALUMET AVE,E 133RD ST,60827,-87.61402,41.65365
S CALUMET AVE & E 134TH ST,S CALUMET AVE,E 134TH ST,60827,-87.61401,41.65183
S CALUMET AVE & E 136TH ST,S CALUMET AVE,E 136TH ST,60827,-87.61362,41.64792
S CALUMET AVE & E 18TH ST,S CALUMET AVE,E 18TH ST,60616,-87.61962,41.85786
S CALUMET AVE & E 21ST ST,S CALUMET AVE,E 21ST ST,60616,-87.61908,41.85435
S CALUMET AVE & E 25TH PL,S CALUMET AVE,E 25TH PL,60616,-87.61888,41.84639
S CALUMET AVE & E 25TH ST,S CALUMET AVE,E 25TH ST,60616,-87.61892,41.84753
S CALUMET AVE & E 26TH ST,S CALUMET AVE,E 26TH ST,60616,-87.61886,41.84571
S CALUMET AVE & E 29TH ST,S CALUMET AVE,E 29TH ST,60616,-87.61877,41.84205
S CALUMET AVE & E 31ST ST,S CALUMET AVE,E 31ST ST,60616,-87.61827,41.83841
S CALUMET AVE & E 32ND ST,S CALUMET AVE,E 32ND ST,60616,-87.61823,41.83658
S CALUMET AVE & E 33RD BLVD,S CALUMET AVE,E 33RD BLVD,60616,-87.61819,41.83475
S CALUMET AVE & E 35TH ST,S CALUMET AVE,E 35TH ST,60616,-87.61841,41.83109
S CALUMET AVE & E 37TH ST,S CALUMET AVE,E 37TH ST,60653,-87.61804,41.82746
S CALUMET AVE & E 38TH ST,S CALUMET AVE,E 38TH ST,60653,-87.61825,41.82564
S CALUMET AVE & E 40TH ST,S CALUMET AVE,E 40TH ST,60653,-87.6185,41.82205
S CALUMET AVE & E 41ST ST,S CALUMET AVE,E 41ST ST,60653,-87.61845,41.82021
S CALUMET AVE & E 42ND ST,S CALUMET AVE,E 42ND ST,60653,-87.6184,41.81841
S CALUMET AVE & E 43RD ST,S CALUMET AVE,E 43RD ST,60653,-87.61835,41.81661
S CALUMET AVE & E 44TH ST,S CALUMET AVE,E 44TH ST,60653,-87.6183,41.8148
S CALUMET AVE & E 45TH ST,S CALUMET AVE,E 45TH ST,60653,-87.61825,41.81299
S CALUMET AVE & E 46TH ST,S CALUMET AVE,E 46TH ST,60653,-87.6182,41.81117
S CALUMET AVE & E 47TH ST,S CALUMET AVE,E 47TH ST,60615,-87.61815,41.80936
S CALUMET AVE & E 48TH ST,S CALUMET AVE,E 48TH ST,60615,-87.61811,41.80754
S CALUMET AVE & E 49TH ST,S CALUMET AVE,E 49TH ST,60615,-87.61806,41.80572
S CALUMET AVE & E 50TH ST,S CALUMET AVE,E 50TH ST,60615,-87.61801,41.8039
S CALUMET AVE & E 51ST ST,S CALUMET AVE,E 51ST ST,60615,-87.61775,41.80208
S CALUMET AVE & E 53RD ST,S CALUMET AVE,E 53RD ST,60615,-87.6177,41.79844
S CALUMET AVE & E 54TH PL,S CALUMET AVE,E 54TH PL,60615,-87.61762,41.79562
S CALUMET AVE & E 54TH ST,S CALUMET AVE,E 54TH ST,60615,-87.61765,41.79662
S CALUMET AVE & E 56TH ST,S CALUMET AVE,E 56TH ST,60637,-87.61755,41.79298
S CALUMET AVE & E 57TH ST,S CALUMET AVE,E 57TH ST,60637,-87.61751,41.79115
S CALUMET AVE & E 58TH ST,S CALUMET AVE,E 58TH ST,60637,-87.61746,41.78933
S CALUMET AVE & E 59TH ST,S CALUMET AVE,E 59TH ST,60637,-87.61742,41.7875
S CALUMET AVE & E 60TH ST,S CALUMET AVE,E 60TH ST,60637,-87.61738,41.78567
S CALUMET AVE & E 61ST ST,S CALUMET AVE,E 61ST ST,60637,-87.6173,41.78386
S CALUMET AVE & E 63RD ST,S CALUMET AVE,E 63RD ST,60637,-87.61718,41.78021
S CALUMET AVE & E 68TH ST,S CALUMET AVE,E 68TH ST,60637,-87.61702,41.77113
S CALUMET AVE & E 69TH PL,S CALUMET AVE,E 69TH PL,60637,-87.61694,41.7684
S CALUMET AVE & E 69TH ST,S CALUMET AVE,E 69TH ST,60637,-87.61697,41.76931
S CALUMET AVE & E 70TH PL,S CALUMET AVE,E 70TH PL,60637,-87.61689,41.76657
S CALUMET AVE & E 70TH ST,S CALUMET AVE,E 70TH ST,60637,-87.61692,41.7675
S CALUMET AVE & E 71ST ST,S CALUMET AVE,E 71ST ST,60619,-87.61687,41.76568
S CALUMET AVE & E 72ND ST,S CALUMET AVE,E 72ND ST,60619,-87.61683,41.76385
S CALUMET AVE & E 73RD ST,S CALUMET AVE,E 73RD ST,60619,-87.61679,41.76203
S CALUMET AVE & E 74TH ST,S CALUMET AVE,E 74TH ST,60619,-87.61674,41.7602
S CALUMET AVE & E 75TH ST,S CALUMET AVE,E 75TH ST,60619,-87.6167,41.75838
S CALUMET AVE & E 76TH ST,S CALUMET AVE,E 76TH ST,60619,-87.61666,41.75655
S CALUMET AVE & E 77TH ST,S CALUMET AVE,E 77TH ST,60619,-87.61662,41.75473
S CALUMET AVE & E 78TH ST,S CALUMET AVE,E 78TH ST,60619,-87.61658,41.75291
S CALUMET AVE & E 79TH ST,S CALUMET AVE,E 79TH ST,60619,-87.61654,41.75109
S CALUMET AVE & E 80TH ST,S CALUMET AVE,E 80TH ST,60619,-87.61649,41.74926
S CALUMET AVE & E 81ST ST,S CALUMET AVE,E 81ST ST,60619,-87.61644,41.74744
S CALUMET AVE & E 82ND ST,S CALUMET AVE,E 82ND ST,60619,-87.61639,41.74561
S CALUMET AVE & E 83RD ST,S CALUMET AVE,E 83RD ST,60619,-87.61634,41.74379
S CALUMET AVE & E 84TH ST,S CALUMET AVE,E 84TH ST,60619,-87.61629,41.74196
S CALUMET AVE & E 85TH ST,S CALUMET AVE,E 85TH ST,60619,-87.61624,41.74013
S CALUMET AVE & E 86TH ST,S CALUMET AVE,E 86TH ST,60619,-87.61619,41.73831
S CALUMET AVE & E 87TH PL,S CALUMET AVE,E 87TH PL,60619,-87.61618,41.73503
S CALUMET AVE & E 87TH ST,S CALUMET AVE,E 87TH ST,60619,-87.61614,41.73648
S CALUMET AVE & E 88TH PL,S CALUMET AVE,E 88TH PL,60619,-87.61607,41.73374
S CALUMET AVE & E 88TH ST,S CALUMET AVE,E 88TH ST,60619,-87.61613,41.73464
S CALUMET AVE & E 89TH PL,S CALUMET AVE,E 89TH PL,60619,-87.61602,41.73191
S CALUMET AVE & E 89TH ST,S CALUMET AVE,E 89TH ST,60619,-87.61604,41.73282
S CALUMET AVE & E 90TH PL,S CALUMET AVE,E 90TH PL,60619,-87.61597,41.73009
S CALUMET AVE & E 90TH ST,S CALUMET AVE,E 90TH ST,60619,-87.616,41.731
S CALUMET AVE & E 91ST ST,S CALUMET AVE,E 91ST ST,60619,-87.61595,41.72917
S CALUMET AVE & E 93RD ST,S CALUMET AVE,E 93RD ST,60619,-87.61545,41.72552
S CALUMET AVE & E 94TH ST,S CALUMET AVE,E 94TH ST,60619,-87.6154,41.7237
S CALUMET AVE & E 95TH ST,S CALUMET AVE,E 95TH ST,60628,-87.61535,41.72187
S CALUMET AVE & E 96TH ST,S CALUMET AVE,E 96TH ST,60628,-87.61531,41.72005
S CALUMET AVE & E 97TH ST,S CALUMET AVE,E 97TH ST,60628,-87.61526,41.71823
